19.851; 47.711; 128.487
20.187; 47.669; 128.155
20.524; 47.341; 123.943
20.860; 46.452; 116.401
21.197; 44.901; 105.310
21.533; 42.695; 88.482
21.870; 40.274; 61.124
22.206; 39.340; 22.867
22.543; 40.566; -9.787
22.879; 42.003; -28.732
23.215; 42.862; -36.829
23.552; 43.602; -36.626
23.888; 44.913; -33.557
24.225; 46.589; -34.637
24.561; 47.859; -41.793
24.898; 48.217; -53.632
25.234; 47.368; -68.788
25.571; 44.920; -86.820
25.907; 39.919; -109.259
26.244; 28.692; -155.286
26.580; 29.437; 64.565
26.917; 29.444; 15.052
27.253; 32.611; -124.583
27.589; 43.961; -166.097
27.926; 50.030; 170.155
28.262; 53.873; 149.619
28.599; 56.386; 130.512
28.935; 57.960; 112.433
29.272; 58.818; 95.310
29.608; 59.117; 79.137
29.945; 58.984; 63.833
30.281; 58.524; 49.097
30.618; 57.801; 34.337
30.954; 56.809; 18.722
31.290; 55.459; 1.303
31.627; 53.592; -19.029
31.963; 51.035; -44.122
32.300; 47.852; -77.902
32.636; 45.338; -124.042
32.973; 45.266; -168.003
33.309; 46.012; 168.161
33.646; 46.931; 165.401
33.982; 49.706; 172.948
34.319; 53.738; 172.953
34.655; 57.336; 164.877
34.991; 60.098; 153.416
35.328; 62.103; 141.320
35.664; 63.504; 130.061
36.001; 64.477; 120.445
36.337; 65.205; 112.687
36.674; 65.838; 106.322
37.010; 66.419; 100.471
37.347; 66.858; 94.562
37.683; 67.017; 88.912
38.020; 66.818; 84.862
38.356; 66.388; 84.519
38.692; 66.241; 89.215
39.029; 67.024; 95.898
39.365; 68.588; 98.752
39.702; 70.214; 96.236
40.038; 71.464; 90.293
40.375; 72.233; 83.180
40.711; 72.582; 76.689
41.048; 72.687; 72.074
41.384; 72.812; 69.659
41.721; 73.184; 68.368
42.057; 73.813; 66.396
42.393; 74.501; 62.776
42.730; 75.048; 57.863
43.066; 75.365; 52.691
43.403; 75.489; 48.305
43.739; 75.547; 45.306
44.076; 75.691; 43.505
44.412; 75.986; 42.058
44.749; 76.376; 40.210
45.085; 76.748; 37.897
45.422; 77.048; 35.635
45.758; 77.316; 33.968
46.095; 77.649; 32.942
46.431; 78.115; 31.969
46.767; 78.677; 30.296
47.104; 79.226; 27.635
47.440; 79.664; 24.304
47.777; 79.964; 20.918
48.113; 80.169; 17.995
48.450; 80.365; 15.645
48.786; 80.615; 13.497
49.123; 80.912; 11.001
49.459; 81.184; 7.885
49.796; 81.349; 4.371
50.132; 81.378; 1.042
50.468; 81.314; -1.464
50.805; 81.266; -2.814
51.141; 81.363; -3.294
51.478; 81.666; -3.739
51.814; 82.128; -4.967
52.151; 82.644; -7.275
52.487; 83.128; -10.471
52.824; 83.542; -14.189
53.160; 83.884; -18.131
53.497; 84.160; -22.138
53.833; 84.370; -26.118
54.169; 84.504; -29.930
54.506; 84.559; -33.319
54.842; 84.561; -35.970
55.179; 84.574; -37.692
55.515; 84.681; -38.647
55.852; 84.930; -39.413
56.188; 85.295; -40.677
56.525; 85.682; -42.797
56.861; 85.993; -45.626
57.198; 86.171; -48.657
57.534; 86.223; -51.279
57.870; 86.218; -53.051
58.207; 86.257; -53.947
58.543; 86.419; -54.447
58.880; 86.705; -55.258
59.216; 87.041; -56.829
59.553; 87.339; -59.119
59.889; 87.548; -61.736
60.226; 87.672; -64.213
60.562; 87.761; -66.260
60.899; 87.878; -67.913
61.235; 88.059; -69.501
61.572; 88.287; -71.402
61.908; 88.511; -73.771
62.244; 88.678; -76.462
62.581; 88.765; -79.130
62.917; 88.791; -81.423
63.254; 88.805; -83.153
63.590; 88.863; -84.407
63.927; 88.997; -85.502
64.263; 89.196; -86.792
64.600; 89.418; -88.470
64.936; 89.620; -90.505
65.273; 89.777; -92.724
65.609; 89.886; -94.922
65.945; 89.961; -96.962
66.282; 90.024; -98.807
66.618; 90.090; -100.514
66.955; 90.164; -102.178
67.291; 90.241; -103.874
67.628; 90.310; -105.619
67.964; 90.362; -107.362
68.301; 90.398; -109.022
68.637; 90.429; -110.534
68.974; 90.473; -111.901
69.310; 90.544; -113.219
69.646; 90.642; -114.633
69.983; 90.750; -116.254
70.319; 90.842; -118.078
70.656; 90.900; -119.977
70.992; 90.923; -121.754
71.329; 90.933; -123.257
71.665; 90.963; -124.479
72.002; 91.040; -125.580
72.338; 91.163; -126.800
72.675; 91.304; -128.295
73.011; 91.429; -130.044
73.347; 91.519; -131.876
73.684; 91.579; -133.590
74.020; 91.635; -135.088
74.357; 91.716; -136.447
74.693; 91.828; -137.867
75.030; 91.954; -139.528
75.366; 92.060; -141.460
75.703; 92.118; -143.527
76.039; 92.123; -145.505
76.376; 92.093; -147.211
76.712; 92.060; -148.597
77.048; 92.051; -149.776
77.385; 92.072; -150.939
77.721; 92.107; -152.228
78.058; 92.132; -153.657
78.394; 92.132; -155.130
78.731; 92.109; -156.523
79.067; 92.077; -157.765
79.404; 92.052; -158.871
79.740; 92.042; -159.920
80.077; 92.046; -160.988
80.413; 92.057; -162.113
80.750; 92.068; -163.286
81.086; 92.078; -164.478
81.422; 92.086; -165.663
81.759; 92.095; -166.816
82.095; 92.109; -167.910
82.432; 92.137; -168.926
82.768; 92.191; -169.895
83.105; 92.281; -170.922
83.441; 92.402; -172.165
83.778; 92.527; -173.741
84.114; 92.619; -175.619
84.451; 92.648; -177.579
84.787; 92.613; -179.281
85.123; 92.552; 179.581
85.460; 92.537; 179.050
85.796; 92.631; 178.762
86.133; 92.837; 178.089
86.469; 93.084; 176.540
86.806; 93.265; 174.076
87.142; 93.293; 171.116
87.479; 93.136; 168.358
87.815; 92.833; 166.556
88.152; 92.496; 166.211
88.488; 92.284; 167.174
88.824; 92.299; 168.514
89.161; 92.503; 169.090
89.497; 92.755; 168.366
89.834; 92.921; 166.591
90.170; 92.937; 164.430
90.507; 92.817; 162.574
90.843; 92.636; 161.447
91.180; 92.487; 161.026
91.516; 92.430; 160.875
91.853; 92.452; 160.469
92.189; 92.496; 159.569
92.525; 92.504; 158.312
92.862; 92.458; 157.036
93.198; 92.385; 156.027
93.535; 92.334; 155.333
93.871; 92.339; 154.736
94.208; 92.397; 153.920
94.544; 92.470; 152.705
94.881; 92.511; 151.150
95.217; 92.493; 149.500
95.554; 92.423; 148.041
95.890; 92.330; 146.955
96.227; 92.254; 146.237
96.563; 92.220; 145.714
96.899; 92.227; 145.157
97.236; 92.252; 144.425
97.572; 92.267; 143.516
97.909; 92.255; 142.544
98.245; 92.214; 141.646
98.582; 92.156; 140.918
98.918; 92.098; 140.372
99.255; 92.052; 139.951
99.591; 92.022; 139.570
99.928; 92.006; 139.151
100.264; 91.995; 138.643
100.600; 91.979; 138.030
100.937; 91.947; 137.332
101.273; 91.890; 136.625
101.610; 91.807; 136.024
101.946; 91.712; 135.652
102.283; 91.634; 135.549
102.619; 91.602; 135.606
102.956; 91.628; 135.574
103.292; 91.692; 135.198
103.629; 91.750; 134.381
103.965; 91.760; 133.267
104.301; 91.704; 132.166
104.638; 91.604; 131.394
104.974; 91.515; 131.071
105.311; 91.489; 130.996
105.647; 91.539; 130.747
105.984; 91.623; 129.963
