19.851; 48.828; 116.363
20.187; 50.795; 100.642
20.524; 51.557; 86.214
20.860; 51.353; 74.252
21.197; 50.286; 66.628
21.533; 48.605; 66.833
21.870; 47.350; 78.382
22.206; 48.042; 93.714
22.543; 49.841; 100.379
22.879; 51.285; 99.455
23.215; 51.944; 95.626
23.552; 51.801; 92.433
23.888; 51.030; 93.183
24.225; 50.247; 100.758
24.561; 50.493; 112.609
24.898; 51.780; 120.016
25.234; 53.046; 120.173
25.571; 53.638; 115.861
25.907; 53.340; 110.268
26.244; 52.106; 106.565
26.580; 50.136; 108.985
26.917; 48.467; 120.911
27.253; 48.377; 134.214
27.589; 48.730; 137.843
27.926; 47.773; 134.047
28.262; 43.928; 131.027
28.599; 35.186; -173.668
28.935; 45.411; -118.896
29.272; 50.899; -128.380
29.608; 53.497; -145.444
29.945; 54.389; -166.011
30.281; 53.894; 169.863
30.618; 52.055; 139.931
30.954; 49.094; 97.669
31.290; 47.269; 35.400
31.627; 48.939; -24.438
31.963; 50.986; -69.340
32.300; 52.327; -109.130
32.636; 53.426; -147.709
32.973; 54.649; 176.776
33.309; 55.815; 147.342
33.646; 56.566; 125.245
33.982; 56.760; 111.093
34.319; 56.665; 105.925
34.655; 57.053; 108.854
34.991; 58.459; 113.400
35.328; 60.310; 113.832
35.664; 61.905; 110.525
36.001; 63.007; 105.883
36.337; 63.674; 101.841
36.674; 64.095; 99.446
37.010; 64.502; 98.624
37.347; 65.028; 98.277
37.683; 65.623; 97.254
38.020; 66.145; 95.312
38.356; 66.504; 93.091
38.692; 66.734; 91.463
39.029; 66.980; 90.825
39.365; 67.394; 90.620
39.702; 67.994; 89.661
40.038; 68.650; 87.183
40.375; 69.197; 83.390
40.711; 69.543; 79.174
41.048; 69.709; 75.623
41.384; 69.823; 73.536
41.721; 70.078; 72.883
42.057; 70.600; 72.596
42.393; 71.340; 71.344
42.730; 72.118; 68.584
43.066; 72.776; 64.708
43.403; 73.242; 60.553
43.739; 73.532; 56.969
44.076; 73.736; 54.525
44.412; 73.978; 53.280
44.749; 74.359; 52.709
45.085; 74.897; 51.995
45.422; 75.528; 50.532
45.758; 76.165; 48.162
46.095; 76.743; 45.049
46.431; 77.232; 41.466
46.767; 77.624; 37.670
47.104; 77.927; 33.876
47.440; 78.153; 30.261
47.777; 78.327; 26.978
48.113; 78.481; 24.124
48.450; 78.654; 21.687
48.786; 78.879; 19.515
49.123; 79.168; 17.354
49.459; 79.506; 14.966
49.796; 79.858; 12.249
50.132; 80.186; 9.277
50.468; 80.471; 6.254
50.805; 80.713; 3.416
51.141; 80.938; 0.926
51.478; 81.181; -1.209
51.814; 81.469; -3.161
52.151; 81.802; -5.193
52.487; 82.154; -7.516
52.824; 82.483; -10.185
53.160; 82.755; -13.079
53.497; 82.953; -15.969
53.833; 83.084; -18.613
54.169; 83.177; -20.857
54.506; 83.269; -22.682
54.842; 83.387; -24.203
55.179; 83.546; -25.592
55.515; 83.745; -26.999
55.852; 83.976; -28.516
56.188; 84.234; -30.213
56.525; 84.511; -32.160
56.861; 84.789; -34.411
57.198; 85.043; -36.941
57.534; 85.251; -39.592
57.870; 85.409; -42.099
58.207; 85.545; -44.210
58.543; 85.711; -45.850
58.880; 85.959; -47.248
59.216; 86.297; -48.852
59.553; 86.680; -51.044
59.889; 87.029; -53.881
60.226; 87.281; -57.065
60.562; 87.417; -60.098
60.899; 87.472; -62.511
61.235; 87.527; -64.116
